"";"Producing";"NatRes";"Construction";"Manufacturing";"Services";"Trade";"Information";"Financial";"Professional";"EducationHealth";"Hospitality";"Other";"Public";"Unclassified"
"04009";1,1888418398066;7,4355882632885;0,868899078813751;0,309761223686943;0,978584633042843;1,07688778091206;0,370959888192725;0,286107635557235;0,199995162749076;1,29182373558647;0,794913365295145;0,928360273169774;2,50160712536919;1,97372138351986
"04012";0,815794575940922;5,32370770457285;0,292387663263225;0,346182129452497;0,839047006545966;1,54349869190446;0,373447762891982;0,412633625062905;0,193218042524801;0,953945483185644;1,42220671797682;0,253194722440074;5,48631640697636;0,180632574304495
"04013";0,81347443410154;0,284906047640179;1,10857789593632;0,739357760762826;1,04518050023078;1,02381197044143;0,911106981940862;1,52079161002743;1,15845375165675;0,912954823699574;0,975654507909547;0,843328886185657;0,741046310363031;1,74228694447239
"04015";0,84481714613447;0,628319980184123;1,038984763365;0,775345142906415;0,951796921821902;1,27769106410546;0,710532322847545;0,656026519911975;0,525951366445752;1,20354929662849;1,35573666059525;1,05825025990711;1,69574512521262;1,91869192722786
"04017";0,574904959117888;1,96818486386763;0,827874646670113;0,11115330735912;1,12107425984761;0,909442852187121;1,81738086540014;0,4035260564664;0,297650783596742;1,24709272302938;1,16604115636553;0,522524942956823;3,15490932731648;1,81266738669117
"04019";0,777172866082913;0,576460511677417;0,887455006748871;0,752056825477307;1,07546896347819;0,877688923214106;0,604721605528587;0,796528638681086;0,970201734561649;1,11713360912344;1,02542423541985;0,955212574657766;1,45697364671943;1,86028469218267
"04021";1,03187793742978;4,53410446503195;0,606524032928368;0,679059342489237;1,00216885323165;0,868852031552023;0,560102627503875;0,407334887746146;0,735246852853923;1,00015770127435;0,868878735563891;0,740832575934466;3,34484532770729;0,831929757794043
"04023";0,549614893268954;1,56100176046744;0,4269505499654;0,448562038386183;0,995203809369186;2,12667632267598;0,309179982514611;0,47150632327531;0,182247607540677;0,727381974086201;1,00012370438767;0,524054149170634;3,93346813517498;1,11225548524059
"04025";0,982087753159865;1,48247876109902;1,29889548791942;0,650413947913381;1,01532009453456;1,0452015427456;0,502741299484922;0,530832907661095;0,469881895863155;1,19016876677673;1,38610367777935;0,841403353181899;1,40685054089535;1,86692140795424
"04027";1,23031813849728;6,84424439974917;0,943331402259275;0,440584512320085;0,878348842177746;1,06974752859007;0,449135411414218;0,615534511775047;0,884884684314419;1,08154719053363;1,11230686974123;0,672434236048793;1,93183387634928;1,14981411837791
"04999";0;0;0,741892406696246;0,20766378105176;0,0568708763639329;1,84527263537323;2,27023575999372;4,35678649801107;3,87887367514302;0,464486147021733;0,272145453491642;0;0,524184960071488;182,760295844163
"06000";1,05390348295085;2,09634345237379;0,963372684347759;0,931312819724005;0,980948192290906;0,94254211324345;1,41512195696776;0,853613779141853;1,06214794593052;0,984141934522167;1,01767857564802;1,00664288598525;0,978009526209072;2,40385066398769
"06001";1,05012231955583;0,0595664548059377;1,19512375098973;1,14095869191489;1,00476083918607;0,999133717765207;0,961304971185692;0,554331563848781;1,2439197940298;1,01206874080618;0,863468166645326;1,04486653280033;0,629934104562709;2,13907738342653
"06005";1,18440836675213;3,26100041069653;0,956905955244318;0,963401983789425;0,887922298723977;0,946581449932015;0,815601396737909;0,482018586924942;0,423993244706731;0,94150074240408;0,931869272702937;0,718862948784296;4,72711987406414;2,38451775377507
"06007";0,988102901999181;3,1355007803987;0,924510764610131;0,66189782906382;0,926824100901309;0,934367108387869;0,636335203437447;0,797292879976619;0,545365940687687;1,58745102711998;1,1238010282253;1,51569973943335;1,04925946450222;1,89246201376027
"06009";1,01922967938904;1,18808632975843;1,90959057089973;0,492260102335476;0,853156726180977;1,08000791372368;0,633845164986091;0,462544370336458;0,416735535506642;1,32330687600079;1,60447343918958;1,77217483809922;2,01941289305035;3,37534310834241
"06011";3,78657382130589;21,4730296066476;0,177247391993444;2,82340551417162;0,407527104879286;0,747615582395062;0,0657414480492563;0,263339644849769;0,189880078061394;0,523630350090275;0,565253429739663;0,445721981643108;2,20493168330989;0,706903229006482
"06013";0,767767119466662;0,325126204047767;1,36799172155724;0,507588152753183;1,05263807836613;0,930884675699081;1,1033522438465;1,30141885579598;1,01034314138398;1,12840084543722;0,976997195441793;1,1202487021328;0,739590575976704;1,96887099620928
"06015";0,503626705198977;2,87666508796282;0,450677886204736;0,131198302213156;0,963433288718373;0,803064123490344;0,524499477920302;0,476614855119089;0,201197046652117;1,110358606488;1,64218248318396;0,297089081700416;6,81274057011298;0,491332632075533
"06017";1,01437275861772;0,869538057277779;1,7369123696835;0,63542709768176;0,917051900839227;0,804919473503993;0,523341433737085;1,55368434250984;0,746462730732892;1,05394527180971;1,63404180194742;1,15890861456623;1,46411358257363;2,47379310288385
"06019";1,87104884513609;10,830544606177;0,903803898522531;0,897443275087906;0,79286607983943;0,933972593828833;0,518196007441834;0,651559311978968;0,615272230362365;1,16188033213719;0,810345857539111;0,961749343383712;0,964756937836635;1,44232665875028
"06023";0,824262673328855;2,09860490197459;0,910682064027238;0,56156199897143;0,936819921448867;1,15272336931023;0,521496118457729;0,674566073304436;0,445612665979942;1,35454819175599;1,36202909949586;1,46629930967777;1,91186767501889;2,21262968221608
"06025";1,81477027818278;14,0239509815471;0,91619512368436;0,248794333829108;0,737174146021465;1,17854653928744;0,259573656084575;0,394782797092111;0,305267730892786;1,22714806496178;0,711177116743521;0,469303867622661;2,76249848939683;1,49069183182698
"06027";0,582476277796776;0,800268902357797;0,795831428205331;0,427251872413528;1,11103393534692;0,910987545873574;0,26937004143781;0,339293220007398;0,254303716964776;1,13823407376169;1,9907815051651;0,892400620119882;2,3496915433124;1,35917541809454
"06029";2,4490824514952;18,1619868469282;1,08238318650878;0,552674396750767;0,675110835341994;0,861396433850376;0,445521551874277;0,474925032111677;0,58095419633442;0,879310170402578;0,715899257904861;0,688812090477998;1,68242733383909;1,51460153979825
"06031";2,12079411777719;11,6545889847321;0,383935549735744;1,48421545266057;0,827104339261564;0,648121748656782;0,202805544016302;0,357033949945831;0,217135682040534;1,13082146759586;0,596879928786012;0,383132754431553;2,62937105191238;1,48142211254943
"06033";1,27488612163677;9,53131789627867;0,595728649034081;0,256385476377958;0,813942836870535;1,01761117979276;0,392540898466674;0,458882873642394;0,236255269351185;1,79371746246624;1,17167256606045;0,635778225008401;1,81374349004092;1,6907267858828
"06035";0,610745127862957;5,16678322379636;0,271431300359301;0,0283852278064055;1,00121082158958;0,607919037470062;0,44897564757379;0,278944162618177;0,142221670691218;0,741300618738709;0,683433084252483;1,02693878295989;10,0492320468896;0,16227682989322
"06037";0,781452440578787;0,138942299952334;0,63179470151558;0,97814825820763;1,04727105655328;1,0009247168467;2,22964575965553;0,870404191013591;0,959936675819101;1,07196858127992;1,0137007511619;1,09607018125306;0,762761084735542;2,69380620847484
"06039";2,57928914929779;18,6014913519006;0,68509433993862;0,928090424889399;0,644673802164111;0,62467971894332;0,385019822645072;0,314911533161678;0,423320714209936;1,15551103457569;0,655157905116507;0,675104716305461;1,98033721503611;1,36041648067843
"06041";0,690524824314423;0,21832610488023;1,29023797314661;0,435382053139424;1,00397262975732;0,915351619255004;1,12263105834803;1,00824363787768;1,18499086728156;1,06155545580752;1,28456705854134;1,64268105833138;1,08496468938302;2,72170973424466
"06043";0,390629229894677;0,557045320878305;0,624456253503345;0,231902023949641;1,00753694254886;0,469394711052456;0,101136971582258;0,216306756984459;0,169440560304786;0,809871938787114;5,21239021663782;0,794270232007718;1,46426862064207;0,900921978531197
"06045";1,25671862392145;4,33080039780145;0,776397116441814;1,0086398579583;0,850135064264601;1,07318957689522;0,425281773181823;0,612825723676202;0,418884162649527;1,32104201625668;1,43636937344215;0,760357416485947;1,71035034539679;2,03342326828171
"06047";2,78912017358892;16,009152117973;0,555327521276603;1,80739508036155;0,616461509882931;0,88106130925947;0,194943679836298;0,365838233926377;0,374723029207877;1,06175106077681;0,627444378016057;0,532103171591089;0,937729101566912;1,13089505347061
"06049";1,77909085007637;15,2588323955409;0,756060256788964;0,0667648650101958;0,672779218841293;0,856510964283361;0;0,504031524407075;0,121403506580063;1,23842963943884;0,78391050090248;1,29458092489261;5,11911074616995;0
"06051";0,455253768175963;0,779499481202918;0,970490930840917;0,111226849835385;1,00153169894397;0,629994245587788;0,164953915581255;0,861647459155635;0,441039914332864;0,517407347851469;4,33364522290402;1,00167492058081;2,05773884437016;2,41787464080169
"06053";2,73755620163603;24,1481085294454;0,557888056598456;0,330217395857753;0,641256755455908;0,714555242864716;0,297678772791885;0,364793897120622;0,502582052573032;0,710316713986185;1,09601680950991;0,805356649372012;1,32194970045067;1,26403841724002
"06055";1,95859618710925;4,9258265136791;1,1528335140032;1,91479879199858;0,836819988065058;0,660744964601359;0,269417561942686;0,531365066388888;0,638196278816461;0,909433725552876;1,44308934674907;0,859282439052406;0,6609540987654;1,71652426382484
"06057";1,0361839457804;0,671777224541522;1,98806423346777;0,565411192275367;0,903521071953446;0,945396205018439;0,493836447759956;0,771110260570671;0,579604018308746;1,29500533931348;1,39229071131612;2,04710460605037;1,31567226199391;3,33847471165277
"06059";1,10252154316485;0,133555767082062;1,25173199671278;1,18750197637044;0,989802831857033;0,87387302700556;0,789541532065493;1,33066448570745;1,28046396883983;0,774505179884154;1,16259587063496;0,922533126075774;0,527677995839679;2,51727125483387
"06061";0,93087113794772;0,166891304802952;1,87931080731047;0,529698475574866;0,957649080686743;1,04958498721844;0,83639059739928;1,40998043413865;0,915107613534503;0,998321456971877;1,35015256464923;1,15820744241648;0,773976904682628;2,49242702579324
"06063";0,911629206338905;0,726737234383798;1,15094075104302;0,811569831144212;1,02481609058753;0,76987325460554;0,367564362796551;0,486400574078805;0,339596485096861;1,10348749854339;1,47848790868377;0,843465859906907;3,24729291589034;1,74367860744802
"06065";1,18230087223756;1,15402160988196;1,89199822113214;0,791367379331069;0,881079339930251;1,24074920818485;0,494323024109917;0,593641397916587;0,703627318202131;1,11348467090235;1,30072141064187;0,968002544054786;1,2160038699081;2,35287157957944
"06067";0,615236735466919;0,373191140976721;1,0763968233263;0,398734751698076;1,02231780054073;0,795436180862949;0,694493568699211;0,933826469911546;1,03301649528381;1,05464116644187;0,846139144833313;0,99632803190301;3,85253345411042;1,75658207256907
"06069";2,53883127418903;9,82497619092205;1,51998016210577;1,88177882127821;0,642421652772714;1,13651423081914;0;0,433197710934759;0,515182629588755;0,882973743563422;0,754040171497179;0,837719651890089;0,922182682854137;0
"06071";0,936344727333053;0,369908426795436;1,06152909367187;0,96570184622451;0,949620145073646;1,4720245752667;0,376444447238274;0,631434694824517;0,860192017199801;1,10535585442916;0,959297186929465;0,937849724814714;1,0582055199257;1,80011656039506
"06073";0,898604322553274;0,467432895884733;1,07155575865989;0,877853887543028;1,02633063830012;0,822886846760667;0,83332465788871;0,883477546418687;1,15068284862907;0,97981073374596;1,2370039661942;1,1475333060326;1,01146785285453;2,30459098672422
"06075";0,296540350054396;0,0172123416599253;0,589040905642437;0,180298013955771;1,09662553735756;0,656212240579612;2,22493629837725;1,3721125583881;1,91476274389635;0,90621466544381;1,21708137810318;1,29472083766443;0,968981279705293;2,80769019503936
"06077";1,37247399274276;5,10872710656241;0,948647389980164;0,980199265410405;0,947263441368285;1,28237504006291;0,375703077072491;0,527121971277669;0,591269715722097;1,02618537979755;0,713264617721461;0,854710560496443;1,14013970984399;1,40859209151147
"06079";1,15707560854744;3,31490705596269;1,23226702392635;0,751473048028452;0,932965745102816;0,97205276308658;0,652429394570969;0,660302926407926;0,80147202119423;0,95104841687858;1,4089360621621;1,30959560013917;1,38193070465929;2,30462006674683
"06081";0,874185593642689;0,314802656964089;1,26402446784054;0,75289861978589;1,03130594351908;0,981102616384197;3,47259788912314;0,965401691483396;1,36954074149144;0,671364079290587;0,961876414396992;1,23100775784743;0,519850744446731;2,18350300637706
"06083";1,56819165441543;8,4179978953847;0,864219333453114;0,804326876853038;0,90487316765948;0,786955558175593;1,02852168116348;0,583906107762745;0,806983153087907;0,838825044472309;1,33888661925234;1,05122097186799;0,875244611103188;2,21542223693285
"06085";1,34795301753704;0,272152989668832;0,883238142969976;1,79816920579845;0,946086019106594;0,688141228340606;3,48060241615347;0,584644567177913;1,43491424486076;0,845482551480319;0,79850056120271;0,781197026485755;0,441236741127803;2,10496868628211
"06087";1,45688244568309;7,8856744515452;0,756745973535029;0,76214465142131;0,924902475001455;0,884052409564516;0,374514243905899;0,614022006312677;0,671181102664859;0,998333566149321;1,28769441538103;1,28788094383898;0,740039448467816;2,28990181494312
"06089";0,719624128678287;1,52639683733879;0,950910481315335;0,454490291246505;0,977402087407697;1,08402526159479;0,537753594671964;0,751872380682064;0,735631013112782;1,44671712557103;0,999846562910295;1,03100781022476;1,92138359910086;2,17600452763763
"06091";1,30957163399881;0;2,60419945413113;0;0,957896350586109;0,694208317558623;0;0;0,759233249450396;1,0644896462715;1,67812288979282;0,497453160558733;3,00297840523663;3,61987678906209
"06093";1,23457594303438;6,92975425857307;0,594791163433441;0,629928352235227;0,854938432818434;0,917405408369966;0,499957234142096;0,406362291455004;0,457672836477554;1,16070526799184;1,41329963714616;1,19768401769895;2,87216719743364;2,86247743936197
"06095";1,23617361906294;1,22830345378687;1,47313947434409;1,10849060320477;0,902800377135734;1,12842161416281;0,426096799390147;0,676744775748923;0,522877218423345;1,26474113451388;1,03146270221368;0,945413784131726;1,45097136307718;1,80658070917258
"06097";1,4368411507257;2,40798059238899;1,28495664822768;1,3624030907437;0,867428195160862;0,990761370098575;0,717207844143957;0,732603821901568;0,735380048848194;1,11177687253629;1,23069204604138;1,11434224980337;0,66212950473836;2,44545546952862
"06099";1,91647763365213;6,29480848855683;1,03680266193073;1,67387507998999;0,765817815322846;1,07900808682149;0,247764012774657;0,5113603420502;0,555590563261662;1,2542278431756;0,887298177192576;0,783916479090621;0,540667081474664;1,82330023742065
"06101";1,91060367011419;13,5146471239728;0,819544663675565;0,556564791185618;0,847281483686961;1,00326989586025;0,298494953807708;0,62003581824007;0,526518181745879;0,96723409990293;0,823459546248064;0,698055007387612;0,908169088167398;1,62443502858108
"06103";1,69966074454285;7,68805857046338;0,737737588388284;1,22842031279779;0,900240620118729;1,10086277128439;0,155053891907317;0,329135682736026;0,293625157892415;1,12743426966866;0,786977350887825;0,558251863512147;1,4067727560353;2,26415958158075
"06105";0,779536369243643;1,01401257641313;0,687479468643473;0,794392271200977;1,04758070437544;0,890748301256255;0,39889156969599;0,251088303727713;0,185970960351445;1,05346651416726;1,36113516696696;0,665711824100011;4,39546019501848;2,7753599782315
"06107";2,6919414576979;19,5131894902423;0,704907839946069;0,957419110389964;0,596855714189449;0,972214669829234;0,318016475042175;0,475495679986771;0,436829836568816;1,04404592052577;0,688965451536799;0,673095990116729;0,944698650975172;1,47059035050821
"06109";0,702763984487711;0,986626701139334;0,774878736934345;0,616364412517995;0,970715970701554;1,02722637612519;0,61983615353814;0,617834366817473;0,418418011976014;1,20730217620708;2,04438252296224;0,991610613192201;2,0441516617576;1,80770888690386
"06111";1,48002429780836;5,21395551640474;0,982267154535829;1,13022549349201;0,924260562470184;0,960480362683803;0,766198750163358;0,96821180609668;0,780359590299244;0,867017865340997;1,03987845846037;0,829327904464344;0,864390406026763;1,90767906515709
"06113";1,5020942844946;6,02160961030504;0,962108084424969;1,04239514494018;0,848645809391055;1,42220595461193;0,622910516649991;0,590641577911873;0,776897795404135;0,802804280408668;0,864651137973565;0,993469738934304;1,23673830383063;1,5981088185629
"06115";1,08336159955342;4,59050540707188;0,968341719513532;0,554929412461063;0,882365150056446;0,874475583700934;0,407807951511712;0,31793567651252;0,51748190697686;1,75681489829128;0,947163760186032;0,464504320740849;2,49478283113368;1,87784112978404
"06999";0,534218966574979;0;0;0,338807064974698;1,20367404958009;1,20419516661339;1,85274682285113;0,000239268610479412;3,40468687877043;0,000613657211727904;0,302486558708806;0,747792383505339;0,0878496245290041;9,34535820236575
"08000";0,90343711969383;1,24298823011399;1,26144465923363;0,647109808466043;1,02528329821881;0,908653762264345;1,345040271081;1,05535355631549;1,09285043661938;0,926906913492377;1,12490547100286;0,953057950432473;1,12247492883025;0,283257228600371
"08001";1,2820983705365;0,604747810447145;2,2537751704017;0,854371785341032;0,911184207392896;1,39113340862979;0,655021293428638;0,595184411877853;0,764890051948924;1,08258247857943;0,75245948578178;0,958744131804066;0,817165123446951;0,0937058985947779
"08005";0,600707427756359;0,222375601060238;1,2596865481131;0,295831515757795;1,07535281022687;0,842808330642487;2,57865653808019;1,84401818309061;1,4466242067689;0,897454073224107;0,81933023937925;0,865157990312544;0,810023023765431;0,0333895434245326
"08013";1,00790721203672;0,365020364019303;0,673995804132545;1,30938841060761;0,950407020468085;0,799243121030951;2,32250243493599;0,757723131136864;1,5060035859886;0,886629256906599;1,12951807203244;1,01458071210524;1,03558692929942;0,135751100529065
"08014";1,21762915957784;0,120907167039704;0,805232458725453;1,64142877064094;0,968740722818571;0,891120885816895;5,27106136305542;1,05369216903324;1,8077625988659;0,304744899826598;0,877038992658759;0,628992278096418;0,00873133973162241;0,0537213988973692
"08021";0,897047572035923;4,64503232321664;0,962928719728167;0,224916027149732;1,03205526385866;1,03342907928409;0;0,345981440089496;0,187919946075209;1,29404601473723;1,16094048748317;0,0840860650031665;3,40560069104035;0
"08029";1,22804911734705;5,99057778144967;0,765970179072607;0,682023768955532;0,972727073495683;0,884268341253749;0,815735549876575;0,781405879823451;0,335329945690854;1,44632348907055;0,891430131070364;0,810653185802382;1,29738852072797;0
"08031";0,721802207179961;1,35710234970253;0,849909433988144;0,544052061393511;1,00899172352573;0,992370691266719;1,22729336356491;1,44923005378569;1,47967497984765;0,876077317655303;1,15692367131917;1,15098033044705;0,658790743992252;0,0560741939660597
"08035";0,646540468112858;0,434467739254778;1,42799983884119;0,244464569184585;1,07215086527756;0,978870429161332;2,15737038867816;1,28453575515065;1,25809726410276;0,878024750304281;1,20370340876915;0,993914017981199;0,534677667763468;0,0586104762354293
"08037";0,817312039268127;0,165783421207055;2,21178675242535;0,145092232272377;0,985534291060228;0,767426279480911;0,373109442952265;1,17438648899284;0,796505148197837;0,50863196207074;3,20212640073559;1,05756519912641;0,908756385611055;0,335156589247611
"08039";1,69392395084804;2,99655223090243;3,6386570709745;0,381906618875635;0,887225724235501;0,84692289772869;0,28373628731979;0,462355161953423;0,826886115393931;0,900905597721023;0,917102915610916;1,09926302421641;1,36555651567604;0
"08041";0,697773539499434;0,119800435898432;1,18757721317039;0,522638926858776;1,04451519650994;0,868595636436955;1,17991588083721;1,07325078065307;1,15126919763204;1,10058817992939;1,17979732839174;1,2946320023199;0,988560452136059;0,127328159156021
"08045";1,32648819992702;4,41197691286597;2,43415184085094;0,181416577804615;0,944763585543101;0,938217664660231;0,255348316875111;0,860742635305499;0,674466005392901;0,941668699936361;1,28147343481875;0,880048030608922;1,34044132428108;0,174971326398469
"08049";0,90627770193169;0,760079179106317;2,20030538449607;0,204958072433214;1,04256577766447;0,614030154414051;0,308035121458917;1,04493041692268;0,33058765263856;0,390581877956185;3,65557721425023;0,542998176871056;1,36108306416002;0
"08051";1,02738496657678;4,02888379538987;1,64860230767852;0,169768880877696;0,999314776213676;0,750392660611696;0,475086807678031;0,818343397089829;0,536757948660884;0,504697553887148;2,81038581537217;0,908796859987202;1,63691317943492;0
"08055";0,635379623554385;1,1149786355238;1,13514595304804;0,274284474555988;1,0873612353662;0,925027456197304;0,759131876365973;0,27190619859394;0,128844216590185;1,70708777567309;1,08904901646183;0,343123731225368;2,60678470530526;0,9247590407373
