STATEFP,COUNTYFP,FIPS,Producing,NatRes,Construction,Manufacturing,Services,Trade,Information,Financial,Professional,EducationHealth,Hospitality,Other,Public,Unclassified
13,131,13131,1.568619015,6.725557986,0.865242334,1.092728032,0.946495086,1.21112182,0.163817463,2.332863067,0.347102043,0.914711392,0.470504004,0.629379584,0.218280244,1.026303986
13,133,13133,1.676041004,4.020055794,2.583041157,0.771676991,0.888246898,0.777268101,0.054122462,0.868517833,0.32345637,0.998044327,1.64716139,0.424609109,1.05913683,1.589405239
13,135,13135,0.867066088,0.069817132,1.112237051,0.867827119,1.031880001,1.290179093,1.42809626,1.149107711,1.279154431,0.755763737,0.865813716,0.76236613,0.40971095,2.105958687
13,137,13137,2.189435761,0.937850374,0.614290708,3.298768398,0.826342607,0.795822524,1.101145903,0.43987278,0.497001427,0.910342171,0.969253109,0.326899811,0.561923176,0.83043375
13,139,13139,1.868527638,0.202879374,0.871877408,2.721033456,0.874147201,0.964095018,0.343003935,0.558038889,0.631536144,1.117588055,0.800733297,0.558365792,0.143008667,1.393508441
13,141,13141,0,0,0,0,0.096722035,2.684778004,0,3.992960355,0.55196892,3.919157827,0.817849024,2.215122216,0,11.51360302
13,143,13143,2.074264528,0.12032199,1.153148611,2.934044642,0.834738557,0.868785323,0.245763252,0.506928129,0.28513632,1.080480762,0.607155512,0.691748711,1.548927438,1.285989521
13,145,13145,1.993894636,0.405975933,1.471597582,2.56618576,0.897750793,0.49264562,0.170097373,0.367750158,0.422746163,0.883171566,1.968729296,0.446883273,0.097678511,2.447658275
13,147,13147,2.21285543,1.103401108,0.914009794,3.142290761,0.828558144,1.102503767,0.557628369,0.394661923,0.548400256,0.681109304,0.838542606,0.425326233,0.488413924,1.655773175
13,149,13149,2.824004412,1.49551677,2.038387232,3.503647227,0.813784124,1.134819464,0,0.258647593,0.212929521,0.695934553,0.160324844,0.303078692,0.010371865,0.204208231
13,151,13151,0.598605064,0.153955365,0.712703023,0.612220669,1.105295911,1.51934724,0.415020318,0.558836812,0.826658994,1.037548875,1.258434604,0.69854033,0.265152298,1.296364878
13,153,13153,0.73701799,0.232129099,0.377427469,1.028471742,1.056778059,0.687246897,0.214489399,0.411500725,0.631875872,0.938381324,1.02817117,0.568567882,5.312081861,0.941515928
13,155,13155,1.552899139,7.011995719,0.996759168,0.942477927,0.914163913,0.963697349,0,0.29596024,0.716114181,1.476716273,0.233093727,0.126933698,1.641988703,0
13,157,13157,1.885256234,0.595184312,0.701449926,2.779379428,0.850034621,1.4077667,0.191067245,1.00120998,0.632245357,0.624054386,0.608796376,0.54806285,0.790951969,1.381178998
13,159,13159,2.119894666,3.401851836,1.183970724,2.437094498,0.999073844,0.636100658,0,0.589944417,0.588010536,0.675465531,0.738329196,0.273100829,0.420568718,0
13,161,13161,2.495513999,3.293796495,0.120465641,3.707859084,0.741896192,1.343981974,0,0.340389591,0.422192675,0.725504952,0.432188465,0.170454071,0.932382863,0
13,163,13163,2.241935107,8.528435194,0.939769494,1.913763259,0.83395041,1.058266495,0.231841468,0.58404593,0.356741547,1.038822356,0.497603093,0.578732994,0.096825521,0.606570951
13,169,13169,1.216044662,3.179458843,2.497089375,0.163909205,1.15028251,0.836630205,0,0.452645073,0.266380637,1.348811714,0.889209402,0.523601502,0.185701103,0
13,171,13171,1.497253828,1.863635969,0.287338263,2.122553844,0.965153042,0.930811127,0.211475722,0.555534805,0.173892284,1.480217817,1.060484826,0.743778144,0.060720025,1.84758567
13,173,13173,2.746467955,21.40727392,0.41589486,0.892545105,0.820893596,0.39014495,0,0,0.129632167,1.325149198,0.585637635,0.348528838,0,2.735097585
13,175,13175,1.045851234,0.084636031,0.877378707,1.308411973,1.001791439,0.991019705,0.492426186,0.524152742,0.624937509,1.482827691,0.866240028,0.696136081,1.017337292,0.667667312
13,177,13177,1.625279189,2.868061358,3.180646512,0.542724923,1.066914603,1.093497073,0,0.591820948,1.372478609,0.357544103,0.413534473,0.680351168,0.022653502,0
13,179,13179,0.901487975,0.085899871,0.525724389,1.255583682,1.026292752,0.857102255,0.228853664,0.620456724,0.397319718,1.289695557,1.037938071,0.83097352,2.970342655,0.564539396
13,185,13185,0.915860573,0.449885502,0.99629142,0.953264628,1.040630848,1.100089701,1.560507801,0.665261105,0.571494086,1.184675376,1.313160175,0.688526913,0.523398073,0.484661345
13,187,13187,1.382024543,0.582962326,1.064957917,1.701992069,0.934627122,1.339174047,0.236255479,0.492110026,0.466592893,0.66862568,2.013253828,0.50616692,0.288113406,1.476422355
13,189,13189,2.083161623,3.314024269,0.927368966,2.532889523,0.82131477,0.931692991,0.498334854,0.440227505,0.302851863,0.99384302,0.717463399,0.835282833,1.42506414,1.081328123
13,191,13191,0.560111492,0,1.01059827,0,1.352177559,1.244944594,0,0.258883387,0.411549093,0.119463155,2.363300229,1.158264517,1.070219722,0
13,193,13193,2.177486383,6.753340144,0.677398322,2.252000772,0.880103895,0.73777597,0,0.430828324,0.150468565,1.17017742,0.385202986,0.416448063,1.656437982,0
13,195,13195,1.226512648,1.676360966,1.852095908,0.801737833,1.039637186,1.025427429,0,0.657152405,0.563942675,1.637559735,0.366246726,0.455814991,0.117534833,0
13,197,13197,3.251797449,12.87630284,0,0,0.870936464,0.704350972,0.867047682,0.322504128,0.192257819,1.455141539,0.302081453,0,0.362110991,0
13,199,13199,1.447204292,1.915483067,1.216564372,1.502848,0.984307317,1.053444708,0,0.55557185,0.138411506,1.63711335,0.450258501,1.224286157,0.274659026,0
13,201,13201,0.454221447,1.853944712,0.649115246,0.107638887,1.126560605,1.267699559,0,1.227114029,0.190834578,1.75889991,0.513264453,0.447349965,1.833094866,0
13,205,13205,2.726185892,3.579981522,0.245523042,3.989476623,0.701284758,0.830322352,0,0.464872391,0.349284061,0.790272961,0.340624999,0.354119199,2.132000407,0
13,207,13207,0.73457761,1.456121929,1.33136013,0.277946866,1.176492099,1.123159776,0.10645894,0.56674792,1.004240356,0.352411883,0.908172913,0.599982501,3.217877013,1.313071964
13,211,13211,1.695783764,1.349066249,0.983418309,2.162745754,0.979435194,1.082235676,0.334003691,0.590115703,0.750713937,0.260242884,1.470153076,1.394738107,0.136321944,2.496742254
13,213,13213,3.154561518,0.641421737,0.227160138,5.24472514,0.62348253,0.685422816,0,0.380888242,0.550590584,0.655936856,0.608296253,0.279070379,0.993692863,0
13,215,13215,0.691275717,0.084440007,0.65178956,0.819447013,1.121424252,0.840378635,0.647799005,2.24800488,0.738925176,0.942840132,1.173835453,0.921212135,0.834358086,0.839941673
13,217,13217,1.724538213,0.139260037,1.17069543,2.313167564,0.905343,0.916618368,0.821057815,0.343666424,0.728538603,1.139849108,0.87070263,0.563509618,0.12047976,2.405262404
13,219,13219,0.700707376,0.652666363,0.959172352,0.565761334,1.149002652,0.990976455,0.344509337,0.999140305,1.274658996,0.799793964,1.155767028,1.296508795,0.102175486,2.299085191
13,221,13221,2.184326889,11.8163103,1.875659652,0.726044719,0.885077744,0.61736714,0,0.528076935,0.461718584,1.37945089,0.407347539,0.427806296,0.07905737,0
13,223,13223,0.909128365,0.137340375,1.877259649,0.498102799,1.063619795,1.131276838,0.431412053,0.441875925,0.677321348,1.187477797,1.420166417,0.7521276,0.125145165,1.974648548
13,225,13225,2.563035859,3.382954143,0.896227306,3.372639548,0.802340056,0.981954396,0,0.324003293,0.442392058,0.358454861,0.833901115,0.500003905,1.363670542,0
13,227,13227,1.254485444,1.564642467,1.101822137,1.292381371,1.061535311,1.075931263,0.259663209,0.913828031,0.493098079,0.901784668,1.113852717,1.241375854,0.050051494,1.478171103
13,229,13229,1.670892591,3.309545459,1.786006354,1.333104767,1.001120627,1.596528869,0.49370058,0.508528248,0.310639652,0.437763404,0.947981218,0.583623446,0.132171484,2.602280876
13,231,13231,1.981594532,1.087382158,2.580800199,1.803391663,0.888560504,0.934351414,0,0.485185274,0.620169385,1.254174006,0.458434587,0.394386755,0,0
13,233,13233,2.261977504,0.185341136,0.675564262,3.518444224,0.809345054,1.135153786,0.210315486,0.35828533,0.4333949,0.749032102,0.889896162,1.186367838,0.08607877,0.484221884
13,235,13235,0.762060797,3.725405643,0,0,1.272864163,1.071367918,0,0.718815171,0.255918645,1.552303386,0.950535495,0.19107617,0.025221661,0
13,237,13237,1.460194782,4.10002709,1.656535899,0.905322102,0.980176023,1.159829012,0,0.576478494,0.255143195,0.954693741,1.023277357,0.364193985,1.599801609,0
13,241,13241,1.198324941,2.727711251,1.152731679,0.968002684,0.982760402,1.067241023,0.164674193,0.598905089,0.235316326,0.98910663,1.680687795,1.178504994,1.203544961,1.203616555
13,243,13243,1.937353721,10.13779397,0,0,0.984116002,1.144100982,0,0.492076958,0.174307683,1.72901776,0.408458836,0.311980659,0.06005534,0
13,245,13245,0.734242065,0.17947304,0.802752793,0.792816328,1.072749582,0.813075694,0.876242104,0.474507079,0.925109189,1.571824247,1.012346437,0.846240358,0.635774773,0.412867579
13,247,13247,1.760135154,0.100170544,1.932038163,1.952439365,0.893550603,0.966682816,1.407552461,0.703282107,0.60083571,0.954723521,0.947481604,0.636534466,0.254531111,0.954548443
13,251,13251,2.389057215,3.482552417,0.79509697,3.110352347,0.761677852,0.698104661,0.799554166,0.564033474,0.236389215,1.020557193,0.406831478,0.672941296,2.158986321,0.566767622
13,253,13253,1.164546746,5.845669087,0,0,1.039982643,1.265059108,0,0.679524942,0.49189796,1.432875729,0.613761891,0.855237234,1.489623083,0
13,255,13255,0.92234301,0.107492436,0.418505254,1.348598772,1.022881513,0.801305787,0.235821868,0.448407714,1.187661813,1.470479529,0.737573176,0.594057034,1.144497118,0.568355586
13,257,13257,1.79673892,0,0,2.689062086,0.914559553,0.902160182,0.356038198,0.460542813,0.855459479,1.216121336,0.729238176,0.608882207,0.102088859,0.568041774
13,259,13259,0.481751414,3.823381902,0,0,1.308881876,0.524782528,0,0.518709123,0,1.866177198,0.265794933,0.598809557,3.280920943,0
13,261,13261,1.427998988,3.675397837,0.385823658,1.638118994,0.96622341,1.07286511,0.425938764,0.463739992,0.230214578,1.466864211,0.787273574,0.481305366,0.60037095,1.532287838
13,267,13267,1.393098576,9.294021233,0.82413325,0.373455118,1.069822744,1.004196767,0.286444676,0.710299962,0.27844301,1.150651537,0.249761838,1.141703496,1.218049163,0.856491763
13,269,13269,1.528412599,7.542589669,1.637592614,0.448257839,0.941564264,0.969124492,0,0.437738664,0.438876863,1.562818127,0.310802965,0.507753299,1.172891828,0
13,271,13271,1.821652033,0,0.40404995,0,1.071338124,0.82385308,0.361142043,0.671645874,1.745491854,0.748949664,0.599508339,0.447120201,1.541050258,0.129111624
13,273,13273,1.554289098,3.337375778,0.437149793,1.886217505,0.918311949,1.314500213,0,0.957369559,0.130791583,1.037064778,0.574888624,0.340833398,2.057510966,0
13,275,13275,1.207782372,2.171704922,0.458901527,1.470312542,0.997541948,0.814720753,0.17542744,0.617769732,1.108369216,1.362222317,0.698833505,0.934516476,0.204570962,1.198952302
13,277,13277,0.744584372,1.410290367,0.534934554,0.752168221,1.062591854,1.295569687,0.435126123,0.483735772,0.614839707,1.341377378,1.113751716,0.510914945,0.858877479,0.45973238
13,279,13279,1.369392225,4.007243946,0.827386364,1.230801762,0.961855051,1.133102143,0.29570021,0.429685092,0.696479032,1.364598916,0.722128169,0.622832229,0.098796224,0.421452711
13,281,13281,0.453612094,0,0.66163604,0,1.214288849,1.037672454,0.393925841,0.921003761,0.43674255,1.50288615,1.650396233,0.200309027,0.076383318,1.388202481
13,285,13285,2.229041443,0.075160738,0.79030849,3.415279087,0.805914302,0.818882628,0.428879304,0.527518509,1.23304547,0.733470875,0.586553461,0.6707694,0.090066735,0.490911987
13,287,13287,1.345905351,1.826273554,0.077232732,1.984359461,1.089307993,1.43047418,0,0.749244948,0.621273722,0.378093418,1.032057026,0.23604746,0.612769648,1.840365775
13,289,13289,1.835549743,12.69018151,0,0,1.007742502,1.147542087,0,0,0.088791222,1.75388636,0.315321295,0.469886487,0,0.759839796
13,291,13291,0.773928489,1.386261017,0.86152212,0.623124588,1.212216026,1.347505697,0,0.558251487,0.702188973,0.847185736,0.904689998,0.6189316,0.432951637,0
13,293,13293,1.616595646,0.23458645,0.856780177,2.286334709,0.952513081,0.828963053,0.522713144,0.73180018,0.40459643,1.358446136,0.708371802,1.082875162,0.136440142,0.895441698
13,295,13295,2.444283305,0.117700952,0.340301819,4.03579871,0.809276126,0.676568467,0.186985291,0.620276171,0.205334781,1.018161878,0.811550107,0.861549796,0.417552781,0.470671339
13,297,13297,1.711344447,0.418992029,2.587435729,1.443838354,0.913858831,1.123223014,0.280669091,0.464651009,0.66452158,0.981652951,0.899591385,0.524081492,0.172944195,1.986274137
13,299,13299,1.087615757,1.409783169,0.710686058,1.249289949,1.024460821,1.118628157,0.434292421,0.513877948,0.504292162,1.301879395,0.871862032,0.900410192,0.902939448,0.853949591
13,303,13303,1.214732263,3.038321697,1.162316837,0.938212114,1.017933749,1.14362894,0.143158319,0.548461455,0.71634962,1.204216936,0.536027778,0.616332547,1.028356655,0.35314493
13,305,13305,1.712246334,0.933080019,1.748020891,1.831116044,0.918227011,0.946863272,0.611973157,0.507284073,0.189546394,1.081305893,0.704140043,0.659909426,1.944861051,0.670943948
13,311,13311,1.433484501,1.592404017,1.526582199,1.359239818,0.962604029,1.152429274,0.350575236,0.497447202,0.321500797,0.83738147,1.620167591,0.968355767,0.509734526,1.601488634
13,313,13313,2.34828186,0.113707882,0.401092903,3.835372112,0.765783914,1.310504266,0.140684097,0.290747636,0.618733091,0.701893674,0.535715166,0.450951535,0.628920276,0.718724969
13,315,13315,0.505835969,2.934990371,0,0,0.93530063,1.778076081,0,1.768482441,0.142605794,2.690996257,0,0.233589951,0.143889166,0.566597294
13,317,13317,1.722011377,2.001504944,0.752228052,2.227554655,0.908755577,0.969395273,0,0.654220537,0.217842001,1.256530306,0.488090144,0.569389632,1.806634382,0
13,319,13319,3.586626896,25.76147716,1.586049904,0.951295189,0.585166109,0.755638097,0,0.192381519,0.526208387,0.680245737,0.0645349,0.670394249,0,0
13,321,13321,1.597679678,5.248561491,1.087153875,1.269659558,0.903368699,1.089906958,0.233369916,0.580498313,0.252267045,1.120380547,0.608006182,0.850448708,2.113747409,0.959466918
13,999,13999,0.000200845,0,1.972964668,0.260900401,0.021578204,2.448313218,5.652526913,2.224461321,5.570658192,0.452368227,0.566467642,0,0.09411344,44.83839735
15,000,15000,0.643052947,0.711316514,1.16302899,0.34064547,1.073024647,0.995996009,0.622618391,0.739580052,0.966350199,0.926335602,1.603202045,1.279900853,1.260258344,0.203759736
15,003,15003,0.644180285,0.323634282,1.167483174,0.406118498,1.064156323,1.000448135,0.771668626,0.778895681,1.036452082,0.987940642,1.338837669,1.408374607,1.345843817,0
16,000,16000,1.274585937,2.876635926,1.163581436,1.054294936,0.959367815,1.011755509,0.674048735,0.750059897,0.82884904,0.981075377,0.949160879,0.82056112,1.288123948,0.051788743
16,003,16003,1.593560093,3.743456358,0.865757797,1.643654684,0.906761208,0.882044378,0.637181951,0.399944329,0.306123449,0.645048345,0.822689916,0.621006442,4.440720811,0.654920536
16,005,16005,0.749668768,0.360594711,0.958401476,0.70102369,1.057015485,1.050223739,0.597563243,1.179109548,0.845689413,1.074529183,1.044095056,0.75480186,1.523825924,0
16,011,16011,2.123926001,6.97554437,1.256462691,1.794602386,0.827776059,0.927118372,0.110675735,0.464940113,0.25310983,0.872399927,0.692873535,0.728303208,2.051452481,0.240896858
16,013,16013,1.129358058,0.775016298,2.552248647,0.391659887,0.986904242,0.763865755,0.624235786,0.718373677,0.928388611,0.569589907,2.250622126,1.187841751,0.956394109,0.056717256
16,017,16017,1.71838126,2.032122013,1.176665294,1.976733477,0.797217762,1.107763775,0.84092176,0.629582919,0.435615533,0.865632447,1.388668003,1.218244682,1.352269491,0.029549822
16,019,16019,0.918365124,1.115658372,1.186721444,0.736866186,1.028652962,1.324672308,0.789176879,0.629317596,0.726201519,1.026118266,0.989542276,0.935539057,1.026230227,0.007846644
16,021,16021,1.872208693,7.422924358,1.152987709,1.339312011,0.884938452,0.891596203,0.117532307,0.364307668,0.411191499,0.920072744,0.517878499,0.486970024,2.748805521,0
16,027,16027,1.933898074,4.444199758,1.686369347,1.653094398,0.840889027,1.104814998,0.588961394,0.501886156,0.504761561,0.951200498,0.677518874,0.88049201,0.92076795,0.032029501
16,041,16041,1.372474519,5.340943643,1.151505036,0.82628049,0.947705425,1.462423627,0.846636955,0.4542996,0.225688715,1.05922881,0.760323658,0.649293812,1.292620309,0.228250907
16,055,16055,1.091486236,0.496404574,1.507976748,0.962057595,1.004016359,0.968710619,0.502182009,0.852117845,0.666468722,0.99163402,1.50128638,0.771204154,0.927471211,0.006554442
16,057,16057,0.824959092,3.019375591,0.91206265,0.40517969,1.036018724,1.147076806,0.706660032,0.681012369,0.616599918,1.006815877,1.542101108,0.787109431,1.347236558,0
16,067,16067,2.838549171,14.64571264,1.005065198,1.871934605,0.571037959,1.234022098,1.106491271,0.309283894,0.203249906,0.772927762,0.677483648,0.838972795,1.148442627,0
16,075,16075,2.383205885,4.559655023,0.899710628,2.857763803,0.725474672,0.878419874,0,0.869140637,0.805568881,0.950354256,0.377120795,0.11316041,1.195453187,0
16,085,16085,0.741193031,1.54800519,1.647753978,0.095411461,1.057991212,0.902235282,0.562110662,0.836323134,0.182510846,0.574536279,2.556831704,0.755407968,3.051855037,0.577759328
16,999,16999,0.878264906,0,0,0.679622501,1.137511016,1.190024574,2.32662893,1.234109616,2.923071395,0,0,1.079481994,0.242385196,2.660630725
17,000,17000,0.949631131,0.339547629,0.800899754,1.140905041,1.016995552,1.033938873,0.875387503,1.073932521,1.081674194,0.972760973,0.928225101,1.075747882,0.863170255,0.718642562
17,001,17001,1.362731126,0.779634776,0.784583995,1.793044192,0.945472083,1.234001905,0.634067524,1.158672724,0.36740144,1.03934535,0.851662291,1.164457668,0.732478791,0.167414159
17,003,17003,1.515488655,0,0,1.491707642,1.057894552,1.33100224,0,0.351846058,0.14591286,1.377284426,0.629629863,0,1.167992882,0
17,005,17005,1.600067419,1.02240611,0.836238732,2.135021428,0.94596641,1.076594374,1.081638496,0.549708111,0.09340337,0.901374672,0.703210632,0.718820979,2.406255633,0.440297173
17,007,17007,3.449043548,0.678756895,1.32092497,5.133454954,0.567171299,0.850393858,0.342614231,0.236105381,0.217507995,0.53576323,0.5364194,0.929159297,0.769792871,0.196550127
17,009,17009,0.384155587,0.386198215,0.968268683,0.055906593,1.137464864,3.683707117,0,0.239617937,0.180743908,0.334450687,0.254621409,0.311977864,0.47220233,0
17,011,17011,2.091073696,10.19249643,0.789362171,1.452992108,0.817656687,1.343509457,0.241244508,0.471095587,0.332660752,0.856278158,0.516583992,0.682359921,0.996505954,0.247960543
17,013,17013,0.877598822,4.668027533,0.892085651,0.227142919,1.095459136,0.962380535,0,1.833554823,0.191764308,1.385758813,1.256180301,0.527708445,0.216708888,0
17,015,17015,1.570905193,1.260226682,0.886697974,2.015391303,0.908010523,1.267912108,0.502257855,0.840681611,0.355764908,0.803759599,0.754634969,1.773578011,1.258568083,0.516240272
17,017,17017,3.373595284,0,0.680674173,0,0.877059874,1.450347945,0,0.954683095,0.457867801,0.886927683,0.286540388,0.405603576,1.108196359,0
17,019,17019,0.98099595,0.380219825,0.899500277,1.132893309,1.011977173,1.001406287,1.491889163,0.905164443,0.699705003,1.068846081,1.234786329,0.865505547,0.961758388,0.116015484
17,021,17021,1.278239186,1.060415743,0.656655459,1.670520219,0.964788028,1.111990847,1.015288307,0.703255578,0.551648126,1.290950855,0.743246707,0.657764019,0.725548288,0
17,023,17023,2.620269692,2.422921562,1.652106654,3.20943602,0.719942413,0.759249895,0.279764062,0.631537133,0.375058875,0.680633708,1.040937037,0.412058866,1.16033967,0.475948878
17,025,17025,2.896620391,3.941865399,0.311354112,4.186912663,0.564516495,1.068580028,0.844026425,0.712540744,0.22991095,0.991386397,0.472285345,0.784423607,0.708953571,0.233938889
17,027,17027,1.65103514,5.044080974,2.022027122,0.870122899,0.89116135,1.170929381,0.128834946,0.709829981,0.285676627,1.138622535,0.816123835,0.930813914,0.928157128,0.264843195
17,029,17029,1.191059699,0.209762926,0.786278192,1.590809664,0.975259843,0.848265643,0.846081574,0.620557679,1.101342183,1.285657274,0.714834877,0.818642836,0.65429375,0.604963994
17,031,17031,0.682467312,0.028923241,0.59521445,0.845491714,1.06504943,0.964735511,1.080017837,1.286964218,1.256691352,1.010185836,0.988565681,1.182244103,0.725436454,0.787427149
17,033,17033,2.398389584,1.472196037,1.648028825,2.988064728,0.759227172,0.740440186,0.347871954,0.668897451,1.069453089,0.709533208,0.555728889,0.60362767,0.704258608,0.678751139
17,035,17035,2.123872791,3.994434736,0.650365269,2.643934018,0.868854502,1.408109429,0.192879868,0.882438214,0,0.567335277,0.654605109,0.601546934,1.192195122,0
17,037,17037,1.38673005,1.454205042,1.597843122,1.261348638,0.938800204,1.026808368,0.78421928,0.701278433,0.680749984,1.07916085,0.938337782,1.031248891,0.781746095,0.32297736
17,039,17039,1.414695924,2.78244214,1.557609348,1.106423185,0.935302152,1.580885523,0.139040177,0.429896855,0.747640961,0.673559726,0.750137458,0.954465274,1.096038979,0.142910934
17,041,17041,2.854950449,0.809984454,1.064879133,4.223042383,0.6769262,1.063914081,0.19427029,0.531461535,0.120430868,0.538668996,0.836869863,0.854015077,0.986699186,0
17,043,17043,0.913767963,0.082418415,0.923938006,1.053003444,1.023815258,1.18436735,0.769242363,1.172252873,1.510769948,0.758708777,0.79771435,0.941333307,0.384450263,0.563879692
17,045,17045,2.849431098,2.109740979,0.603259349,4.252354441,0.70081744,0.740711825,0.460210514,1.408330959,0.236046657,0.861281081,0.526030077,0.482211495,0.043682007,0
17,049,17049,1.393681607,0.488262928,1.198481606,1.663097015,0.93970761,1.273730501,1.278589359,0.569831046,0.30069501,1.05178561,1.104559012,1.141121135,0.465053198,0.09557703
17,051,17051,1.008274277,2.301717509,1.034542694,0.77691529,1.012897,1.33170547,0.509786553,0.776031206,0.459134878,1.099470055,1.043028335,0.915283093,0.985674112,0.698638083
17,053,17053,1.247565712,1.271516344,0.686837724,1.564246635,0.96955315,1.201268431,0.417577952,0.644013426,0.266487438,1.599086544,0.518486501,0.545513599,0.884740207,0
17,055,17055,0.901105139,0.409073176,1.263770958,0.7837677,0.899365481,1.3189627,1.386254992,0.687502301,0.412655245,1.225318919,1.153534588,1.609366892,2.101671634,1.561476288
17,057,17057,0.67138035,0.998009707,0.958057461,0.456610462,1.072936638,1.185637568,0.564325294,0.912442143,0.182165859,1.575899634,0.841207799,1.124399685,1.469411305,0.757597536
17,059,17059,1.310484954,8.28580979,1.18949427,0.195602976,1.225485714,1.987796834,0,0.436290603,0.322016886,0,0.453306152,0.908866919,0.233272205,0
17,061,17061,0.680331543,2.510965938,0.642483418,0.392419279,1.074811688,1.368850507,0,1.196974386,0.19325721,1.28912037,0.745664219,0.640907307,2.318357389,0
17,063,17063,1.149301298,0.304465792,1.932477401,0.85588382,0.983042679,1.685823637,0.259743348,0.700446124,0.38876686,0.98131613,0.824130721,0.855120385,0.693635745,0.6366312
17,065,17065,2.723386109,20.1352105,1.19770179,0.628291149,0.755832762,0.774840152,0,0.733441689,0,1.038042652,0.558545283,1.257320184,0.078430092,0
17,067,17067,1.411200301,7.394994192,0.894593595,0.688605467,0.937971203,1.039835676,0.555405654,0.956586757,0.298070302,1.157819757,0.875224938,0.540282856,1.618662192,0.099281332
17,069,17069,0,0,0,0,0.463478997,2.784732763,0,1.163498294,0,3.071083166,1.038533782,0.508990273,3.030820146,2.057683486
17,073,17073,1.500247564,2.032440943,1.459746518,1.438001986,0.927714171,1.160564823,0.522617136,0.760447441,0.347895904,1.069692631,0.667495756,0.835684941,1.514121617,0.810817114
17,075,17075,1.125783468,2.29916415,1.492561714,0.723327263,0.985416893,1.348898559,0.609076362,0.713526594,0.180074208,1.455421988,0.695057326,0.609775318,0.920020826,1.825440598
17,077,17077,0.832083638,1.934512144,1.094733054,0.49933136,1.041942906,1.124845718,0.857934225,0.817112435,0.604114166,1.27688998,1.156299348,0.845473751,0.814512776,0.079487852
17,079,17079,1.42063312,4.727743867,1.113085251,1.036064796,0.993823595,1.608283199,0.26035049,1.003605104,0.227420098,0.620913095,0.864381717,1.973765766,0.108731937,0.389234063
17,081,17081,1.562983783,0.350956889,0.416403666,2.421633548,0.907579137,1.339120066,0.278362779,0.68445613,0.355776333,1.085154633,0.851939314,0.714827539,0.562754234,0.324091643
17,083,17083,0.824776098,1.33587145,1.316505628,0.463549506,1.021916504,1.348281604,0,0.735812071,0.526040852,1.017914575,1.818105705,0,1.096821789,0
17,085,17085,1.449624878,0.793468753,1.460805242,1.560438612,0.930378363,1.02289859,0.363945941,0.607059275,0.437970038,0.661721094,1.855493372,1.576903077,0.873983936,0.374077876
17,087,17087,0.62999825,1.899324497,0.764971821,0.340057421,0.921606526,1.269155908,0.265262117,1.590989273,0.460747375,1.479424355,1.155903869,0.921709128,2.215664265,0.817940345
17,089,17089,1.376717763,0.313700815,1.043834581,1.750536512,0.940640499,0.928210807,0.791212136,0.740701541,1.046180667,0.939267491,0.995779095,0.898379225,0.638508932,0.614040971
17,091,17091,1.190707921,0.744731512,0.637796195,1.582803553,0.978728172,1.202088946,0.491651095,0.749901546,0.496718658,1.296160358,0.805811379,0.917978115,0.615994722,0.795879448
17,093,17093,1.12637735,0.227790575,1.082241008,1.308469297,1.004878481,1.334363495,0.212407159,0.47090233,0.481953177,1.002423799,1.250902058,1.205801591,0.556895637,1.150513791
17,095,17095,0.653635983,0.796756561,0.49877696,0.718992081,1.070237969,1.26784683,1.251855591,0.571545338,0.323667194,1.495466027,0.970696596,1.045125605,1.121502136,0.060550878
17,097,17097,1.283717646,0.142899088,0.750054352,1.783642303,0.956847318,1.051808689,0.61072827,0.949606672,1.277710241,0.755000983,0.943190487,0.839520878,0.563057256,0.420938642
17,099,17099,1.397363488,1.551078649,0.886007265,1.664663454,0.953164811,1.335144672,0.599955781,0.824057722,0.484086732,0.834022435,0.947987865,0.99126494,0.822898905,0.236586382
17,101,17101,2.38981182,7.633886047,0.607619977,2.510360182,0.760991247,0.750732957,0.314320999,1.190015232,0.197474988,1.009543697,0.561124619,0.608877798,1.317408344,0.369224479
17,103,17103,1.744333846,0.846285942,0.453920533,2.631275672,0.930546437,0.976917863,0.23638678,0.575638099,0.3838383,1.158354215,0.649248238,0.919039255,0.646332448,0.060741895
17,105,17105,1.865480556,1.518890715,1.153629727,2.332759155,0.916471935,1.249062388,0.078118107,0.731948259,0.161120131,0.964053596,0.701225948,0,0.90107125,0
17,107,17107,1.390568168,1.19116202,0.529996677,1.91487031,0.942799298,1.279674036,0.372622193,0.74599031,0.191980855,1.140788173,0.855076234,1.471227308,0.890242107,0
17,109,17109,1.462108689,1.025382298,0.79204223,1.919686174,0.929781454,1.021906336,0.60338406,0.799425558,0.25358098,1.063902146,0.998879169,1.169793888,1.520302635,0.369033764
17,111,17111,1.557888924,0.51646265,1.519244226,1.762809486,0.907885966,1.023268843,0.486622285,0.472958698,0.857571459,0.898461217,0.978269195,1.051859708,0.832834616,0.426914735
17,113,17113,0.590366945,0.338253073,0.642394234,0.606157284,1.081690429,0.833117234,0.452047691,4.109622721,0.715010939,0.798997346,1.146178022,1.081393028,0.74445367,0.28592757
17,115,17115,1.837479625,0.141823262,1.412490249,2.37267775,0.862958764,1.06762475,0.556861731,0.63254366,0.393992141,1.014122541,0.90054739,0.913996643,0.638185978,0.431682144
17,117,17117,1.071211785,1.813783517,1.176411807,0.889401693,0.997926996,1.362821249,0.400764007,0.693334078,0.250061399,1.257711996,0.740921494,0.919407485,1.512202682,0.191591128
