STATEFP,COUNTYFP,FIPS,Producing,NatRes,Construction,Manufacturing,Services,Trade,Information,Financial,Professional,EducationHealth,Hospitality,Other,Public,Unclassified
26,045,26045,1.414168202,0.298506797,0.781299031,1.966223982,0.89893827,1.326131139,0.781232765,1.780213644,0.597749803,0.623392021,0.783974678,1.146954219,1.300670403,0.714834747
26,047,26047,0.963118923,0.229424341,1.357641464,0.869207253,0.969105659,0.948757769,0.550552576,0.481951296,0.890322662,0.988072718,1.886440311,1.480928726,0.773209822,0.168447844
26,049,26049,0.871407889,0.121727693,0.752617197,1.069285847,1.042809306,1.084888193,1.341920766,0.726207266,0.747498903,1.257400766,0.970935361,0.960981452,0.626862886,0.591585486
26,051,26051,1.771812712,2.410603046,1.999752519,1.541071273,0.795084389,1.148332887,0,0.523916072,0.320475344,0.82642327,1.201871082,2.208909934,1.693161187,0
26,053,26053,1.569065186,1.506709728,0.698788126,2.076159671,0.81651631,1.017174796,0.600998065,0.820950515,0.130200837,1.169727202,1.093240664,0.885197975,2.600867799,0.085204044
26,055,26055,1.145053348,0.811654937,1.10981522,1.225941805,0.938324461,1.052944655,0.91024589,0.989475723,0.488115597,1.300605631,1.300314722,0.922720236,0.558975069,0.636480693
26,057,26057,1.908851258,4.280148238,0.355155007,2.388047707,0.853846798,1.024758284,0.212940767,0.491362669,0.64296945,1.246885022,0.560782046,0.724534604,0.018115756,0.940325434
26,059,26059,2.507552444,1.900023907,0.540895098,3.729110806,0.639425683,0.885526563,0.995702333,0.606570709,0.540663714,1.1795405,0.482999787,1.188031943,0.581196362,0.29010382
26,061,26061,1.122930363,1.849417436,1.451284485,0.818236518,0.985014734,0.958965632,0.314793415,0.792475282,0.402624919,1.282085922,1.168835685,1.039299246,1.326125156,0.412652389
26,063,26063,2.010001854,5.668790117,1.054376697,1.933110036,0.756194448,0.996129502,0.857686445,0.815832695,0.436494272,0.973480211,0.896459928,1.005518784,1.279823732,0.991759142
26,065,26065,0.778338809,0.309003087,0.633327193,0.942910696,1.066289231,0.777157033,0.72469596,1.126985,0.847364963,1.019392232,0.871798585,1.366033668,2.498104186,0.325970356
26,067,26067,2.017475876,4.38623102,0.775459204,2.321782082,0.771412753,0.762467996,0.094628374,0.676001936,1.506643748,0.584390487,0.569309822,0.777435674,1.896973843,0.411936332
26,069,26069,1.270090391,0.805260896,0.981565613,1.516629066,0.861974601,1.310719932,0.457959123,0.590195331,0.50725901,0.938362452,1.44312462,0.927105194,1.874892328,0
26,071,26071,1.297206241,1.399646076,1.443529366,1.202067162,0.824824723,1.116799329,0.381178946,0.800055761,0.637940107,1.189106975,0.833649752,2.307467904,1.898961089,1.45522235
26,073,26073,1.505140727,1.941641197,1.669301874,1.343821622,1.012350079,0.901078861,0.485423681,0.906351078,0.425443085,0.74739069,1.300920057,0.740180248,0.768453816,0.26820353
26,075,26075,1.385812864,0.242816851,0.677111051,1.98517348,0.942408424,1.102311741,0.26467738,0.517990594,0.777104609,1.014746465,0.779306148,1.032523298,1.216609302,0.314736025
26,077,26077,1.453669232,0.646219162,0.919350948,1.897817453,0.887635127,0.933087969,0.43002518,1.196622602,0.759269539,1.153027166,1.01101022,1.027045275,0.485614745,0.207998449
26,079,26079,2.202302731,8.028830704,2.117297924,1.266083597,0.779924356,1.127272526,0,0.645482876,1.071022711,0.189690811,0.962926311,1.411882196,0.972379479,0
26,081,26081,1.52909311,0.36554948,0.874324011,2.102076452,0.886357695,0.996355187,0.482050239,0.859208714,1.106008649,0.970379784,0.815985433,1.017116071,0.405139309,0.414427155
26,085,26085,0.621122926,0,0,0.59109746,1.060120732,0.817446908,0,0.968127901,0.875835859,1.143476658,1.370759455,0,3.775978394,0
26,087,26087,2.279699921,1.569342886,0.897274409,3.188536018,0.682735377,0.9099984,0.20107162,0.528747346,0.602765764,0.926084889,1.108738352,0.944764077,1.136590525,0.595976519
26,089,26089,1.40358936,4.522297729,1.579941234,0.778220804,0.99804847,0.721530264,0.494954236,0.681414666,0.45800596,0.525058043,2.172073203,0.758312745,1.387917299,0.369987874
26,091,26091,1.753143271,1.573852899,0.67356929,2.398836354,0.809763344,0.971065501,0.351182177,0.64508425,0.451250118,1.152510526,1.125423359,1.188052088,0.984546488,0.947748181
26,093,26093,1.461081028,0.425681964,1.238107646,1.768541375,0.876492002,1.101579537,0.301689242,0.862734012,0.907356768,0.707460162,1.261258802,1.381814335,1.024960454,1.003430849
26,095,26095,0.839618585,2.694923202,0.704704615,0.602820621,0.872545251,0.992274674,0,1.487193317,0.097159056,1.232768854,1.368882692,1.169735336,4.563456285,0
26,097,26097,0.712198259,1.941339005,1.010803216,0.337150127,1.028051059,0.95084376,0,0.394603199,0.111834937,0.467484179,4.130098187,0.424488333,1.565252732,0
26,099,26099,1.738264164,0.200895598,1.060403392,2.388706525,0.838141432,0.999388701,0.338397089,0.537543433,1.125679973,0.80934526,0.87481047,0.992320795,0.865004965,0.73695734
26,101,26101,1.199355493,1.041319407,0.826913229,1.440695776,1.088089658,1.191356792,0.53356308,0.413236615,0.181518947,0.96309164,1.350844319,1.159587579,0.122101677,0.601004939
26,103,26103,0.972912737,3.634639951,1.032651925,0.489522849,0.985890231,0.984790052,1.06694423,0.77778426,0.425821105,1.247674891,1.267325379,1.285167286,1.474429991,0.704303845
26,105,26105,1.933680943,3.175441963,1.028857471,2.239502313,0.764181008,1.097157453,0.506857955,0.522209126,0.471440833,0.864264771,1.202948122,1.182993101,1.268221812,0.33194449
26,107,26107,1.363321116,1.035730862,0.38647804,1.974907169,0.971354336,1.266621195,0.659086181,0.52458986,0.448994845,0.934782023,1.224174501,1.418687716,0.096244274,0.151593748
26,109,26109,2.679564202,1.489762986,0.571820571,4.08046973,0.598971271,0.948700901,0,0.561660274,0.190525319,0.813162086,0.922772682,1.716639461,1.678516297,0
26,111,26111,1.667397927,0.201762861,1.386960037,2.081293412,0.853845237,0.636477402,1.014227132,0.489945519,1.31235125,0.935260367,0.852482166,1.983705718,0.591937607,0.64395141
26,113,26113,3.039539664,13.04874973,1.485540923,2.222300269,0.607522044,1.073612368,0.163695951,0.636554202,0.211186551,0.7068615,0.32938299,0.817250243,1.075202045,0.489463571
26,115,26115,1.399536354,1.200215604,1.061900983,1.629024945,0.882195854,1.440644308,0.322128955,0.423327561,0.766629588,0.927124408,1.049393881,0.884845082,0.746360807,0.447954416
26,117,26117,1.708588879,3.075838148,0.711903608,2.043996823,0.881859478,1.091506279,0.679108385,0.441754288,0.34786175,1.173906246,0.821475119,0.79450993,0.853500224,0.623342883
26,119,26119,1.855302951,1.938975806,1.437642822,2.083401692,0.780305528,0.898088965,0.312035305,2.490903383,0.120639373,0.703628751,1.235205608,0.829956529,1.844492662,1.776306982
26,121,26121,1.830298055,1.212560324,0.677413862,2.592280194,0.811918074,1.106059586,0.628970037,0.457812694,0.424246462,1.067467447,1.084959615,1.047451514,0.721035788,0.216783716
26,123,26123,2.153070018,4.442591483,0.721471341,2.578259148,0.724349971,1.07974001,0.29792173,1.202023657,0.408597701,0.921863185,0.810529582,1.32695322,0.744810312,0.714503088
26,125,26125,0.842664411,0.068641378,0.730458474,1.040869185,1.009408141,0.921310173,1.037939967,1.272634892,1.823943223,0.844640938,0.845072746,1.000313752,0.422963704,0.834879137
26,127,26127,2.661618275,8.820486677,0.805383229,2.66912266,0.645169805,1.109492691,0.162660288,0.517902013,0.093296002,0.415732216,1.551724878,0.758743115,1.440177843,1.284008509
26,129,26129,0.967218753,2.084925672,1.226047515,0.634519031,0.932757206,1.908243469,0.268784693,0.681088182,0.166383067,1.101766756,1.04886089,1.042150476,1.210242432,0.690668557
26,131,26131,0.638330107,1.291470012,1.356919265,0.124317904,0.989311906,1.693495792,1.299828604,0.924299729,0.113028233,1.097908617,1.304528494,0.933113473,1.899996758,2.51485118
26,133,26133,2.996002275,2.4065823,3.184219638,3.001363849,0.589346748,0.852404274,0,0,0.210676655,1.107527521,0.513147763,0.850535203,1.165458062,0.070172234
26,135,26135,2.06220485,0.410188603,1.42491501,2.710498383,0.787812245,0.987892989,0.446842276,0.706375262,0.094953697,0.333024892,2.075936127,1.003540557,1.831186806,0
26,137,26137,1.346651578,2.596921628,0.953284189,1.360489883,0.910960877,1.444484384,0.139221338,0.488498553,0.269604336,0.886798628,1.49966177,1.142131112,0.932241328,1.259254816
26,139,26139,2.801423658,3.77840948,0.878664517,3.729465822,0.684071242,0.748284261,0.331356655,0.470436265,0.692005629,0.647138941,0.772440228,0.931689899,0.417244787,0.580922042
26,141,26141,1.55100792,8.867637492,0.912345661,0.670754057,0.832679136,1.434475503,0.460628261,0.685334931,0.233460576,0.917099778,1.025613946,1.115365831,1.745118777,1.487991206
26,143,26143,1.095429258,0.614160809,0.931720296,1.273749367,0.881693748,1.3477581,0.334520524,0.763844293,0.214286414,1.103441596,1.513406657,1.127711699,2.072336379,1.222518335
26,145,26145,1.279922804,0.391203063,0.71817285,1.752734385,0.926230551,1.035316791,0.765255455,0.719700688,0.93022786,1.111751874,0.958785105,0.961169467,0.715509023,0.282596226
26,147,26147,1.586943071,0.111709698,0.954477202,2.200649181,0.843117137,1.200575869,0.420488851,0.543977425,0.403632177,1.107344393,1.063773343,0.985653846,1.217936813,0.455647327
26,149,26149,3.033254155,1.975674979,0.465187067,4.672482323,0.590105189,0.754579266,0.156554874,0.396894478,0.213766617,0.676323095,0.606781855,3.754110504,0.602212501,0.203258809
26,151,26151,2.020899497,3.694521916,0.724215407,2.474426294,0.75671388,1.233333485,0.303276485,0.726601403,0.625011393,0.876631942,0.811113087,0.635000266,0.920143368,0.880148996
26,155,26155,1.244726744,0.669664509,0.883811268,1.550758936,0.868746015,1.517038323,0.517140322,0.523566469,0.515675288,1.228773185,0.909267997,0.958491927,1.093941724,0.251615173
26,157,26157,1.85141748,4.125340362,1.034117324,1.931803459,0.771474482,1.148816066,0.518465977,0.648971587,0.376548256,1.240975961,0.636980093,1.066774523,1.310479969,0.481926607
26,159,26159,2.129894456,12.5100505,0.665320951,1.195693063,0.702387405,0.980815469,0.376485382,0.37447891,0.862952655,0.966402981,0.994036216,0.671117797,1.047638694,0.400010215
26,161,26161,0.637862596,0.08786121,0.416607624,0.858638303,1.044422061,0.641020242,1.115610989,0.600409444,0.940630181,2.099135966,0.739260217,0.792732153,0.471295021,0.388020315
26,163,26163,1.078936682,0.100652232,0.612212595,1.512681686,0.955015752,1.018570082,0.510771843,0.786466465,1.182123817,1.099805278,0.942774612,1.008753135,0.847760152,0.515418035
26,165,26165,1.838606752,0.721153558,0.380380099,2.857877535,0.807532704,1.043633322,0.789371363,0.443929964,0.607454492,0.827945533,1.129953571,1.072936181,1.290289343,0.527957705
26,999,26999,0.904861959,0,1.109237523,0,1.480704436,1.693648896,2.815540111,0.001453373,0.002310439,0.002884371,0.957923905,0,0.21144268,11.91993044
27,000,27000,1.156610384,0.693393028,0.980050854,1.324514873,0.980571133,0.958665164,0.932180148,1.110985139,0.8887818,1.042882705,0.888239105,1.008626322,0.919744486,0.000675561
27,053,27053,0.795623838,0.080116483,0.683342091,0.983731472,1.031073732,0.905130352,1.09391954,1.80832077,1.406262597,0.948160278,0.84091881,0.996477356,0.583649382,0.002146058
29,000,29000,0.996554153,0.422735433,0.921941331,1.114799698,1.010164536,1.02891689,0.949281962,1.017109364,0.949847924,1.035490744,1.006184988,0.895088688,0.875657626,0
29,019,29019,0.70872855,0.16931342,1.034315845,0.619653256,1.053437934,1.092214207,0.784863596,1.139003479,1.027619021,0.996969295,1.220451645,0.927488585,0.929073816,0
30,000,30000,0.940163347,2.043125485,1.402107153,0.492462339,1.018841008,1.039923937,0.659532214,0.812625609,0.634825822,0.946662008,1.323667507,1.204055823,1.680871238,0.134430516
30,005,30005,0.854033213,4.824993371,0.832848875,0.192855629,1.042857358,1.01276196,0,0.573550226,0.203167836,1.665530193,0.395709038,1.204542101,2.743949566,0
30,013,30013,0.750304641,0.364198491,1.428978685,0.436202783,1.065303645,1.139157499,0.737154171,1.002019311,0.664180878,1.065434985,1.271178073,1.140277023,0.980432902,0.011081183
30,021,30021,0.692619463,3.755854347,0.695357559,0.171948994,1.098657242,1.525477865,1.209843379,0.649445179,0.258107113,1.020535837,1.468248995,1.20243325,0.327280448,0
30,027,30027,1.29708032,1.521126417,1.984792585,0.87599425,0.9475283,0.961984354,0.811442684,0.702926343,0.647109663,0.95381715,1.02405261,1.143736894,1.774704517,0
30,029,30029,1.045217808,1.236117428,1.517618193,0.750237201,0.993924101,1.011656251,0.359425691,1.100377846,0.641675101,0.838626124,1.763459221,1.094720871,0.893266302,0
30,031,30031,1.238359955,1.022875618,2.198281684,0.738439613,0.941114581,1.138060257,0.570413291,0.859409682,0.866821495,0.594834188,1.695452988,1.372814411,0.685752168,0.015819038
30,047,30047,0.980984578,1.547073932,1.073733795,0.835916375,0.825530557,1.068467874,0.965546491,0.583021773,0.420782911,1.095298563,1.481413395,1.037210924,4.304800287,0.051554621
30,049,30049,0.544127856,0.883021046,0.868512343,0.305538566,0.985907613,0.870748342,0.765435117,1.101200742,0.71250408,0.994638675,1.0737497,1.912791947,4.508503582,0.012057382
30,063,30063,0.698122982,0.782774843,1.134746985,0.440122429,1.053105489,1.114777932,0.770951909,0.857120367,0.847146499,0.9219448,1.387515809,1.578471773,1.275486728,0.02096797
30,067,30067,1.054676087,1.983652091,1.136417014,0.854284978,1.019981689,0.777790409,0.667521702,0.69867403,0.362579956,0.65252699,2.7387764,2.215510543,0.311198072,0.19147114
30,081,30081,1.125938561,1.315680698,1.502015144,0.885761559,0.986548795,0.994320846,0.365881823,0.919795339,0.919474158,0.859640864,1.105378759,1.539714249,1.152190121,0.034580933
30,111,30111,0.88107395,0.722168629,1.601854478,0.505022701,1.024239969,1.261545041,0.749866698,0.854679517,0.760934921,0.890534372,1.241312588,1.324106194,0.982406125,0.051893898
30,999,30999,1.006576566,2.281148189,2.352822344,0.034219917,1.266766831,0.00086522,2.148612677,0.972797688,2.420811966,0.478199629,0.004452898,0.725643485,0.739380988,0
32,000,32000,0.698005517,0.925859311,1.183596442,0.387493177,1.06254715,0.964218654,0.550828924,0.793564668,0.914619337,0.697339761,2.348466255,0.768367204,0.932001414,0.364534885
32,001,32001,1.101452723,2.821210156,1.323810215,0.687278987,1.046489206,1.315323164,0.385406763,0.534111486,0.503567823,0.606597069,1.164919776,0.771264813,2.050942377,0.664486442
32,003,32003,0.571118426,0.040915529,1.236765488,0.288238316,1.067217526,0.990969258,0.601043741,0.879352609,1.006346481,0.517613955,2.801824434,0.810003397,0.815445515,0.355684371
32,005,32005,1.107016617,0.516977747,1.394316472,1.049624568,0.931889363,0.765539278,0.442493773,0.647132017,0.682365317,0.607352234,3.133452269,0.703994611,0.929258394,0.620198743
32,007,32007,1.304686228,7.128362152,1.69968749,0.095000163,0.97532341,1.042451647,0.322378155,0.409831742,0.402462664,0.34053805,2.408622497,0.908711926,1.771490552,0.199719544
32,017,32017,0.75602313,3.412154801,0,0,1.45866989,1.238044219,0,0.676264163,0.164245708,0.401488159,0.912898137,0,1.813922607,0.41527588
32,019,32019,2.329467605,6.372439053,1.205412558,2.283290734,0.821299652,1.016299551,0.11794436,0.593814303,0.531773621,0.21096522,1.155326633,0.988143535,1.249039643,0.346365222
32,021,32021,0.906726764,7.135180618,0,0,0.912680499,0.774868065,0,0,1.688798389,1.368658646,1.644392172,0.32574785,1.360012256,2.194822461
32,023,32023,1.281826718,8.834258612,0.997221264,0.160799195,1.030432261,0.875311956,0.418068673,0.423036164,1.297162133,0.409186531,1.686515335,0.999685305,0.37173084,0.221784432
32,029,32029,1.804307438,0.964942245,1.87324519,1.915072969,0.863161025,2.978994243,0.420467058,0.035840637,0.222724995,0.101844547,0.327990636,0.516695618,0,0.216086246
32,031,32031,0.891029669,0.119793409,1.42077623,0.727005116,1.008656027,1.175697292,0.488890234,0.870642978,1.010659048,0.749816778,1.638325339,0.872477486,0.850777105,0.343171079
32,033,32033,2.484091777,23.08148133,0.585158777,0.05602304,0.562750414,0.742478232,0.19908154,0.379504699,0.248310194,0.600908652,1.429794837,0.674878796,4.526139032,0.306935693
32,510,32510,1.111298654,0,0,1.34820663,0.852665792,0.903462769,0.765799294,0.854532359,0.595636006,0.787318893,1.379404273,0.881377036,5.606104318,0.549052668
32,999,32999,0,1.536242846,0.739888393,0,1.177920446,1.365224182,3.722993694,1.387512776,3.056680865,0.002180504,0,0.510783112,0.476538334,6.43536859
33,000,33000,1.043016417,0.31235261,0.880160288,1.262893854,0.958664591,1.145722136,0.933436934,1.002761698,0.86954632,1.01986794,1.082845339,1.050556761,0.978193797,0.169858044
33,001,33001,0.945921468,0.451664901,1.034941581,0.983410768,1.033613281,1.187722949,0.451928871,0.492286815,0.589455889,0.865253765,1.769310244,0.943402751,0.904684939,0.013970231
33,003,33003,0.675270167,0,1.106256407,0,1.098639213,1.077298044,0.57574606,0.649786095,0.389305576,0.836436061,2.811149311,0.785155514,0.969125045,0.03600148
33,005,33005,1.337302952,0.495572949,1.011453034,1.669323524,0.990266646,1.150126906,0.59270739,0.840196871,0.640688078,0.940589815,0.896070238,1.629673106,0.120338854,0.049104914
33,007,33007,0.054154,0,0.935941806,0.697978896,1.076778654,1.18608342,0.322480595,0.441478197,0.27874235,1.384625354,2.313149968,0.555708407,1.314998148,0
33,009,33009,0.911232436,0.491749661,0.604281436,1.159107869,1.034505656,0.851599513,0.539022017,0.525519363,0.455414118,1.681801909,1.196455255,0.66672852,0.737939305,0.014413734
33,011,33011,1.104011051,0.08771604,0.771315891,1.468756683,0.989215053,1.047347137,1.229460628,1.116547333,0.972126303,0.962455334,0.841818686,1.101695723,0.734016642,0.046400467
33,013,33013,0.920424968,0.54356166,1.01130216,0.934784097,1.022798462,1.026898053,0.451710308,1.17383365,0.597703155,1.07997295,0.754835725,1.296595238,2.244329744,0
33,015,33015,0.986678904,0.220518998,0.931867634,1.151718705,1.010996277,1.323770275,1.079171543,0.911909223,0.970192412,0.701222316,1.19705411,0.926667513,0.689876561,0.036463766
33,017,33017,1.037325862,0,0.020480995,1.407973249,1.070421935,0.981387469,1.033422119,1.61482069,0.574773463,1.015665793,0.975899643,1.059869947,0.853112293,0.008626938
33,019,33019,1.982555221,0.966601212,0.970800386,2.733351538,0.887244515,1.102321842,0.27727447,0.643656038,0.663219941,0.555046339,0.728322851,0.754224805,1.053361567,0
33,999,33999,0,0,0,0,1.187867498,1.690849135,1.283720212,1.002222675,3.356674413,0.141530018,0.075271121,0.577181111,0.058691991,5.111163056
34,000,34000,0.70884376,0.283087484,0.834565646,0.713096372,1.060360665,1.138209668,0.917929638,1.058034769,1.154697492,0.941251474,0.876278267,1.096565859,1.073207736,2.964191993
34,001,34001,0.545612959,1.190216769,0.954622596,0.207252554,1.044588005,0.950832501,0.352548155,0.531583722,0.53414258,0.905748201,2.915646738,1.018020637,1.296526665,0.334121559
34,003,34003,0.758064119,0.046088474,0.817047105,0.848871837,1.015005539,1.268688988,1.028689965,0.885536362,1.250388128,1.01201507,0.820636682,1.112715296,0.725105223,2.621874154
34,005,34005,0.802174001,0.23993691,0.830378356,0.884996526,1.005680563,1.170626346,0.787975428,1.544831209,1.199322968,0.95705929,0.800419316,1.052111236,0.912245398,0.786105929
34,007,34007,0.769029189,0.075903031,0.896148933,0.818251695,1.034295883,1.093731802,0.655655517,0.660021427,1.021652846,1.297177596,0.863527792,0.995666189,0.870678237,2.446914289
34,009,34009,0.459722209,0.32013019,0.854134247,0.262828295,1.105101306,0.937196197,0.229249037,0.640176223,0.329261335,0.541302533,3.261199489,1.012644077,1.95620003,3.820080421
34,011,34011,1.999757602,5.895056541,1.025286494,1.893173672,0.754064911,1.195187365,0.419929528,0.428140276,0.454529582,1.070896966,0.607086407,0.873307406,1.459514266,1.686498347
34,013,34013,0.560075442,0.010306767,0.597964744,0.634417463,1.048430742,1.163614581,0.723085672,1.344615919,0.953319393,1.195895026,0.722626338,1.343799898,1.543483015,1.794889803
34,015,34015,1.067019259,1.653129984,1.198593063,0.896970545,1.016930212,1.516909864,0.398536384,0.506953528,0.663556518,0.850234919,0.900050016,1.09600939,0.83002719,1.905079475
34,017,34017,0.383627397,0.026522699,0.433838434,0.417556776,1.121512578,1.388624368,1.522304448,2.597802401,0.947819079,0.741278466,0.660277992,0.77961223,1.053156761,4.47212252
34,019,34019,0.882270517,1.039227396,1.309273483,0.618062252,1.038190882,1.011675206,0.717708195,1.221504504,1.086317659,0.858458351,0.999684781,1.287736678,1.033620034,1.51085295
34,021,34021,0.403397072,0.080574907,0.528310211,0.389443932,1.121340195,0.780674599,0.98805781,1.314641945,1.118574673,1.135229322,0.554679408,0.970915392,3.116179474,1.194829285
34,023,34023,0.727130319,0.041844432,0.716813902,0.852349117,1.058837182,1.237637139,1.087028623,0.815142917,1.585763518,0.867033275,0.586938228,1.020506011,0.618083352,2.679202486
34,025,34025,0.639049149,0.215151175,1.152861119,0.423920971,1.074267196,1.046618807,1.084499738,0.922219777,0.91473343,0.99320773,1.341586365,1.322328535,1.054255276,1.101647395
34,027,34027,0.722661774,0.09079579,0.815506073,0.780604033,1.059197947,0.978262222,0.95670249,1.263674543,1.715645884,0.750715255,0.782631936,1.193162057,0.854451222,0.996348257
34,029,34029,0.625037324,0.140470006,1.248442779,0.358400714,1.009352887,1.176876776,0.378100121,0.706498522,0.608499294,1.249036091,1.467113298,1.324234822,1.492130004,5.548835757
34,031,34031,1.099642556,0.13285123,1.040110868,1.301931155,0.992730308,1.200514872,0.469106837,0.745776937,0.881004684,1.041379453,0.624164587,1.277013209,1.050812369,2.041687416
34,033,34033,1.583735209,3.904885711,1.302622519,1.352783212,0.843398642,1.576004152,0.083465975,0.551518123,0.4837383,0.936992336,0.731269985,0.752304699,1.273359037,0.827617262
34,035,34035,0.831545617,0.199036603,0.681849225,1.026745488,1.036808262,1.004566172,1.722668287,1.19989359,1.716831462,0.73992646,0.722780672,0.954793509,0.526831773,1.599683433
34,037,34037,0.809919299,0.526247585,1.116226045,0.688534157,0.973131025,1.137554386,0.296835673,0.548158872,0.794671217,1.189104352,1.466454129,1.431817112,1.081319789,4.516007514
34,039,34039,0.902495483,0.02512653,1.004241714,0.997895865,1.028684247,1.291410499,0.981118662,0.831843628,1.046705019,0.872068793,0.65317298,1.509182064,1.03467752,1.090641285
34,041,34041,0.968230653,0.866356482,0.817184237,1.074326798,1.01604708,1.316577253,0.290675107,0.422453384,0.689184594,1.077472635,0.980492079,1.166110131,1.039865616,2.751573474
34,999,34999,0.513881173,0.057106578,1.18411395,0.21569825,1.094820105,1.196915345,1.724235216,1.154384638,2.714119513,0.258405635,0.145986678,0.580202637,0.02700993,30.2297079
36,000,36000,0.68532633,0.264995799,0.924805208,0.624431423,0.988565951,0.977486984,1.489509014,1.480108497,1.046630571,1.196551139,0.973857966,1.327911216,1.154122165,2.83923029
36,001,36001,0.546746962,0.155375116,0.881784146,0.426530995,0.971619202,0.926748725,1.277978385,1.286960569,0.987486536,1.101124322,0.682555065,1.350702329,4.029057541,1.233680883
36,003,36003,1.630387668,1.326623723,0.775887624,2.169927847,0.988445941,0.724422997,0.3997274,0.378851272,0.339767265,1.395215941,0.846466109,1.167436803,0.024078009,0.316042661
36,005,36005,0.392636612,0.007130146,0.758485997,0.253478987,1.117207894,0.870073679,0.40840871,0.793859591,0.300107053,2.29989669,0.646893125,0.963621946,0.87631152,2.409219259
36,007,36007,0.949522013,0.15925841,0.916234227,1.106394264,1.019705855,1.011129934,0.875703352,0.661479039,0.670690113,1.244202961,0.892381126,1.290063236,1.332566401,0.887070291
36,009,36009,1.305762923,1.098300069,0.589136647,1.749966551,0.815392109,1.050576447,0.323779426,0.636568626,0.412817524,1.2733784,0.975080438,1.405973146,3.002254645,1.07761595
36,011,36011,1.445660168,2.292371014,0.946748311,1.588100474,0.93183814,0.956416656,0.375640079,0.383087043,0.407475095,1.018717628,0.993752428,1.076117307,2.167610808,1.479134348
36,013,36013,1.545735934,0.694794189,0.7243197,2.159498383,0.911345405,0.933084455,0.536800647,0.455006059,0.44620641,1.025261367,1.093392077,1.219628704,1.435418583,0.957243827
36,015,36015,1.307139984,0.659151593,0.793619315,1.711862259,0.954048279,1.114991298,0.521248885,0.676222499,0.495400522,1.069043758,0.786735008,0.898160163,1.765965656,0.689954337
36,017,36017,2.089648473,0.584347177,0.642413899,3.169705126,0.819767737,0.722247102,1.250392251,1.257358241,0.408088392,0.941849731,0.54213668,0.891795659,1.297612175,0.689892021
36,019,36019,1.124210695,1.629088742,0.848534409,1.197816589,1.000478584,1.194717134,0.562514461,0.443676975,0.41598352,0.960295881,0.927940713,0.913357392,2.337822066,1.233438655
36,021,36021,1.131987151,3.507593957,1.036014355,0.785705545,0.988191046,1.002213428,0.371158707,0.521453229,0.381559222,1.231244592,0.984253369,0.972060034,1.967292287,2.389226388
36,023,36023,1.298555142,0.844077047,0.745667904,1.692484296,0.994939531,0.840566158,0.292766019,0.55960578,0.683637237,0.936079855,1.120004064,1.385776029,1.391385652,1.270535775
36,025,36025,1.943415621,1.458799352,0.786454722,2.685443575,0.89994564,0.77162372,0.886312511,0.650360284,0.124902063,1.214188421,0.731520102,1.171429803,0.473858178,2.183532256
36,027,36027,0.934069253,0.641711742,0.98423716,0.959034664,1.02191979,0.907330364,0.628136614,0.637604789,0.571452529,1.342877242,1.032447624,1.175289923,1.502370928,1.611193922
36,029,36029,0.91886503,0.187297909,0.848070939,1.086773401,1.024789195,0.972715405,0.745752565,1.200415523,0.967877371,1.02924375,0.963318666,1.218537198,0.944444867,1.471506023
36,031,36031,0.796849399,1.336668001,0.815583003,0.69730345,1.062713396,0.788639032,0.468640089,0.339630729,0.229284594,0.81661691,2.182188459,0.840458709,3.304533711,1.218200992
36,033,36033,0.517204196,1.449248881,0.635564248,0.293653933,1.231095574,0.792477583,0.55577266,0.483091399,0.302708465,1.436810837,0.802548555,1.051842857,2.206917277,0.684271945
36,035,36035,0.907836932,0.153013836,0.5171742,1.260007577,1.025330261,1.331721332,0.872853495,0.446150677,0.380430763,1.247888258,0.653333565,1.452744049,1.715669691,1.111312065
36,037,36037,1.427628731,2.794118788,0.844890358,1.528741468,0.943052268,0.934460667,0.337676018,0.405281752,0.351741946,0.981298046,1.500242183,1.082149102,1.384021826,0.452006763
36,039,36039,0.699374946,0.542533379,0.729769748,0.711539853,1.064787251,1.2043553,0.757709139,0.567192802,0.2669544,0.650356918,1.61304217,1.023160976,3.585083022,1.79124712
36,041,36041,0.341715764,0.685450566,0.792206692,0.030453232,1.152651957,0.787564117,0.263780288,0.233966122,0.122979469,0.477868617,2.616078852,2.008522164,4.737066915,1.001072121
36,043,36043,1.422157932,0.48223599,0.891151554,1.886883146,0.935614056,0.961143169,0.262112025,0.422817401,0.263886633,0.907238111,1.308907551,1.070000932,2.358739114,2.132584874
36,045,36045,0.808959058,0.867195151,0.987476774,0.701388547,1.043646187,1.172387008,0.740800162,0.527649121,0.355333028,0.994782037,1.266259143,1.095969392,2.529110081,1.391018248
36,047,36047,0.525179536,0.00894591,0.946310411,0.37760883,1.114677936,0.947018747,0.714058174,0.901516238,0.554770699,1.899808412,0.698594648,1.32956101,0.058745596,5.585727692
36,049,36049,1.963662934,3.784796257,0.888425951,2.267003297,0.898960267,0.950408166,0.263271959,0.370930867,0.188695012,1.065494255,0.9255843,1.065569248,0.399825637,0.656002956
36,051,36051,1.452969707,3.252691739,1.211906568,1.28775659,0.927447279,0.902792468,0.516978425,0.448088689,0.255927071,0.980862878,0.996135412,1.170531728,2.776692711,1.858561528
36,053,36053,1.30980354,1.203581571,0.816482587,1.61088015,0.972420354,0.889274212,0.333338473,0.492505715,0.353486671,1.192704584,1.103291131,1.175518732,1.580663527,1.256267184
